REQUEST_ID,CREATED_ON,REQUEST_TYPE,REQUEST_ORIGIN,STATUS,DEPARTMENT,NEIGHBORHOOD,COUNCIL_DISTRICT,WARD,TRACT,PUBLIC_WORKS_DIVISION,PLI_DIVISION,POLICE_ZONE,FIRE_ZONE,X,Y,GEO_ACCURACY
295007,2018-10-11T12:55:00,Wires,Call Center,1,DOMI - Permits,Bloomfield,7,8,42003080600,2,8,5,23-Mar,-79.9374466,40.461045,EXACT
295006,2018-10-11T12:54:00,Potholes,Call Center,3,DPW - Street Maintenance,Mount Washington,2,19,42003191400,5,19,3,27-Apr,-80.01096718,40.42561601,EXACT
295005,2018-10-11T12:51:00,Missed Pick Up,Call Center,1,DPW - Refuse,Larimer,9,12,42003120800,2,12,5,12-Mar,-79.91250392,40.46166977,APPROXIMATE
295004,2018-10-11T12:49:00,Building Maintenance,Control Panel,1,"Permits, Licenses and Inspections",Lincoln Place,5,31,42003310200,3,31,4,20-Apr,-79.90635457,40.36799326,APPROXIMATE
295003,2018-10-11T12:48:00,Illegal Parking,Website,0,Police - Zones 1-6,Squirrel Hill South,5,14,42003141400,3,14,4,15-Feb,-79.92175699,40.42238816,APPROXIMATE
295002,2018-10-11T12:47:00,Tree Issues,Call Center,3,"Permits, Licenses and Inspections",Squirrel Hill South,5,14,42003140800,3,14,4,21-Feb,-79.91647539,40.43066006,APPROXIMATE
295000,2018-10-11T12:43:00,Field,Website,1,DPW - Park Maintenance,Mount Washington,2,19,42003190300,5,19,3,1-Apr,-80.0186816,40.4324659,EXACT
295001,2018-10-11T12:43:00,Weeds/Debris,Call Center,1,"Permits, Licenses and Inspections",Knoxville,3,30,42003300100,5,30,3,7-Apr,-79.9931573,40.4096866,EXACT
294999,2018-10-11T12:41:00,Abandoned Vehicle (parked on street),Call Center,0,Police - AVU,Regent Square,5,14,42003141000,3,14,4,16-Feb,-79.89744251,40.43310432,APPROXIMATE
294997,2018-10-11T12:34:00,Missed Blue Bag,Call Center,1,DPW - Refuse,Perry North,1,26,42003260200,1,26,1,15-Jan,-80.01344973,40.49160961,APPROXIMATE
294998,2018-10-11T12:34:00,URA property,Call Center,3,,Central Northside,6,25,42003250300,1,25,1,21-Jan,-80.01210702,40.45839776,APPROXIMATE
294996,2018-10-11T12:34:00,Replace/Repair a Sign,Website,1,DOMI - TrafficShop,Greenfield,5,15,42003151600,3,15,4,12-Feb,-79.94448835,40.42453088,EXACT
294995,2018-10-11T12:32:00,Refuse Violations,Website,0,DPW - Refuse,Central Lawrenceville,7,9,42003090200,2,9,2,3-Mar,-79.96021589,40.46837941,APPROXIMATE
294994,2018-10-11T12:30:00,Schedule Request,Call Center,1,311,Fineview,1,25,42003250900,1,25,1,10-Jan,-80.00401347,40.46182693,APPROXIMATE
294993,2018-10-11T12:28:00,Utility Cut - PWSA,Call Center,1,Pittsburgh Water and Sewer Authority,Shadyside,8,7,42003070500,2,7,4,11-Mar,-79.9284192,40.4562011,EXACT
294992,2018-10-11T12:24:00,Abandoned Vehicle (parked on street),Call Center,1,Police - AVU,Mount Washington,2,19,42003190300,5,19,3,1-Apr,-80.01626455,40.42987782,APPROXIMATE
294991,2018-10-11T12:17:00,Illegal Dumping,Website,0,DOMI - Permits,North Oakland,6,5,42003562000,3,5,4,23-Feb,-79.95313659,40.45517807,APPROXIMATE
294989,2018-10-11T12:11:00,Utility Cut - PWSA,Call Center,1,Pittsburgh Water and Sewer Authority,Shadyside,8,7,42003070600,2,7,4,11-Mar,-79.9271049,40.4534265,EXACT
294990,2018-10-11T12:11:00,Weeds/Debris,Report2Gov Android,1,"Permits, Licenses and Inspections",Crafton Heights,2,28,42003281400,5,28,6,16-Jan,-80.0524664,40.44916902,EXACT
294987,2018-10-11T12:10:00,Illegal Parking,Call Center,0,Police - Zones 1-6,Shadyside,8,7,42003070600,2,7,4,11-Mar,-79.92735323,40.45190755,APPROXIMATE
294988,2018-10-11T12:10:00,Street Obstruction/Closure,Call Center,3,DOMI - Permits,Shadyside,8,7,42003070600,2,7,4,11-Mar,-79.9271049,40.4534265,EXACT
294986,2018-10-11T12:06:00,Pruning (city tree),Website,3,DPW - Forestry Division,New Homestead,5,31,42003310300,3,31,4,20-Apr,-79.92224,40.38807,EXACT
294985,2018-10-11T11:58:00,Dead Animal,Control Panel,1,Animal Care & Control,Carrick,4,29,42003290200,3,29,3,12-Apr,-79.9862437,40.3910182,EXACT
294984,2018-10-11T11:55:00,Missed Pick Up,Call Center,1,DPW - Refuse,Morningside,7,10,42003101400,2,10,5,7-Mar,-79.92419217,40.48656965,APPROXIMATE
294983,2018-10-11T11:53:00,Potholes,Website,3,DPW - Street Maintenance,Garfield,9,10,42003101700,2,10,5,4-Mar,-79.941434,40.4680261,EXACT
294982,2018-10-11T11:52:00,Building Maintenance,Control Panel,3,"Permits, Licenses and Inspections",Lincoln Place,5,31,42003310200,3,31,4,20-Apr,-79.91899268,40.3742842,APPROXIMATE
294981,2018-10-11T11:52:00,Replace/Repair a Sign,Website,1,DOMI - TrafficShop,Garfield,9,10,42003101700,2,10,5,4-Mar,-79.942287,40.46794728,EXACT
294979,2018-10-11T11:50:00,Speeding,Website,0,Police - Zones 1-6,Garfield,9,11,42003111400,2,11,5,4-Mar,-79.9333018,40.4655139,EXACT
294980,2018-10-11T11:50:00,Concern,Call Center,1,311,Arlington,3,16,42003561600,3,16,3,8-Apr,-79.96365051,40.41218919,APPROXIMATE
294978,2018-10-11T11:49:00,Missed Blue Bag,Call Center,1,DPW - Refuse,Arlington,3,16,42003561600,3,16,3,8-Apr,-79.96344342,40.41233953,APPROXIMATE
294977,2018-10-11T11:48:00,Speeding,Website,0,Police - Zones 1-6,Garfield,9,10,42003101700,2,10,5,4-Mar,-79.94052245,40.46696044,EXACT
294976,2018-10-11T11:47:00,Tree Removal,Call Center,3,DPW - Forestry Division,Stanton Heights,9,10,42003100500,2,10,5,7-Mar,-79.936302,40.4780027,EXACT
294975,2018-10-11T11:46:00,Barricades,Call Center,1,DPW - Street Maintenance,Duquesne Heights,2,19,42003191100,5,19,3,17-Jan,-80.02810598,40.44351701,EXACT
294974,2018-10-11T11:44:00,Refuse Violations,Call Center,1,DPW - Refuse,Carrick,4,29,42003290200,3,29,3,12-Apr,-79.98449364,40.39537748,APPROXIMATE
294973,2018-10-11T11:41:00,"Sidewalk, Overgrowth/Obstruction",Call Center,0,DOMI - Permits,South Shore,2,19,42003980700,5,19,3,27-Apr,-80.00503495,40.43151777,EXACT
294972,2018-10-11T11:39:00,Building Maintenance,Call Center,1,"Permits, Licenses and Inspections",Knoxville,3,30,42003300100,5,30,3,7-Apr,-79.99380515,40.40909142,APPROXIMATE
294970,2018-10-11T11:30:00,Excessive Noise/Disturbances,Website,3,Police - Zones 1-6,Homewood South,9,13,42003130300,2,13,5,17-Mar,-79.9000141,40.4555265,APPROXIMATE
294971,2018-10-11T11:30:00,Unpermitted Electrical Work,Control Panel,3,"Permits, Licenses and Inspections",Lincoln-Lemington-Belmar,9,12,42003980000,2,12,5,24-Mar,-79.8924099,40.48840641,APPROXIMATE
294968,2018-10-11T11:27:00,Unpermitted Electrical Work,Control Panel,1,"Permits, Licenses and Inspections",East Liberty,9,11,42003111500,2,11,5,8-Mar,-79.92536509,40.46221811,APPROXIMATE
294967,2018-10-11T11:26:00,Potholes,Call Center,1,DPW - Street Maintenance,Stanton Heights,7,10,42003101800,2,10,5,7-Mar,-79.9289918,40.4884753,EXACT
294966,2018-10-11T11:25:00,Other,Report2Gov iOS,0,311,,,,,,,,,,,OUT_OF_BOUNDS
294965,2018-10-11T11:24:00,Litter,Call Center,1,DPW - Street Maintenance,Crafton Heights,2,28,42003281400,5,28,6,16-Jan,-80.06268,40.44852,EXACT
294964,2018-10-11T11:23:00,Utility Cut - PWSA,Call Center,1,Pittsburgh Water and Sewer Authority,South Side Slopes,3,16,42003160800,3,16,3,24-Apr,-79.9734077,40.423891,EXACT
294962,2018-10-11T11:23:00,Unpermitted Electrical Work,Control Panel,1,"Permits, Licenses and Inspections",Hazelwood,5,15,42003562300,3,15,4,13-Feb,-79.94275779,40.40915688,APPROXIMATE
294963,2018-10-11T11:23:00,Weeds/Debris,Call Center,1,"Permits, Licenses and Inspections",Stanton Heights,7,10,42003101800,2,10,5,7-Mar,-79.92848259,40.48877377,EXACT
294960,2018-10-11T11:21:00,Unpermitted Electrical Work,Control Panel,1,"Permits, Licenses and Inspections",East Liberty,9,11,42003111500,2,11,5,8-Mar,-79.92511973,40.46221002,APPROXIMATE
294959,2018-10-11T11:19:00,Handicapped Parking Application,Call Center,1,311,Homewood North,9,13,42003130100,2,13,5,18-Mar,-79.8959847,40.46269927,APPROXIMATE
294958,2018-10-11T11:18:00,Other (please describe),Call Center,1,Animal Care & Control,Perry North,1,26,42003260200,1,26,1,15-Jan,-80.02457298,40.49173095,APPROXIMATE
294957,2018-10-11T11:14:00,Stormwater Runoff,Website,3,"Permits, Licenses and Inspections",Central Northside,1,22,42003220600,1,22,1,6-Jan,-80.00484233,40.45669844,APPROXIMATE
294956,2018-10-11T11:13:00,Traffic Calming,Control Panel,3,DOMI - Traffic,Beechview,4,19,42003191600,5,19,6,28-Apr,-80.0278268,40.41223558,APPROXIMATE
294954,2018-10-11T11:12:00,Thank you - DPW,Website,1,DPW - Administration,Bloomfield,7,8,42003080900,2,8,5,6-Mar,-79.94360283,40.46387861,APPROXIMATE
294955,2018-10-11T11:12:00,Weeds/Debris,Website,3,"Permits, Licenses and Inspections",Central Northside,1,22,42003220600,1,22,1,6-Jan,-80.00623099,40.45692878,EXACT
294953,2018-10-11T11:09:00,Health Hazard,Website,0,ACHD - Housing,Central Northside,1,22,42003220600,1,22,1,6-Jan,-80.00465197,40.45656986,APPROXIMATE
294952,2018-10-11T11:05:00,Missed Pick Up,Call Center,3,DPW - Refuse,Perry North,1,26,42003260700,1,26,1,15-Jan,-80.01153593,40.4805521,APPROXIMATE
294950,2018-10-11T11:04:00,Dead Animal,Call Center,1,Animal Care & Control,Greenfield,5,15,42003151700,3,15,4,15-Feb,-79.9280717,40.4258372,EXACT
294951,2018-10-11T11:04:00,Potholes,Website,3,DPW - Street Maintenance,North Oakland,8,4,42003040400,3,4,4,9-Feb,-79.9482289,40.44600003,EXACT
294949,2018-10-11T11:03:00,Health Hazard,Website,0,ACHD - Housing,,,,,,,,,,,OUT_OF_BOUNDS
294948,2018-10-11T10:57:00,Vacant Building,Control Panel,3,"Permits, Licenses and Inspections",East Liberty,9,11,42003111500,2,11,5,8-Mar,-79.9263749,40.466336,EXACT
294947,2018-10-11T10:55:00,Mayor's Office,Website,1,311,,,,,,,,,,,OUT_OF_BOUNDS
294946,2018-10-11T10:53:00,"Litter Can, Public",Website,1,DPW - Street Maintenance,,,,,,,,,0,0,EXACT
294945,2018-10-11T10:50:00,Illegal Parking,Call Center,0,Police - Zones 1-6,Beechview,4,19,42003192000,5,19,6,28-Apr,-80.0295309,40.40109569,APPROXIMATE
294944,2018-10-11T10:47:00,Pruning (city tree),Call Center,1,DPW - Forestry Division,Stanton Heights,9,10,42003100500,2,10,5,7-Mar,-79.9357135,40.4791885,EXACT
294943,2018-10-11T10:46:00,Stormwater Runoff,Website,1,"Permits, Licenses and Inspections",East Allegheny,1,23,42003563200,1,23,1,20-Jan,-79.99779779,40.45275155,APPROXIMATE
294942,2018-10-11T10:45:00,Potholes,Call Center,1,DPW - Street Maintenance,Middle Hill,6,5,42003050100,3,5,2,5-Feb,-79.96476706,40.45266522,EXACT
294941,2018-10-11T10:44:00,Stagnant Water,Website,3,ACHD - Housing,East Allegheny,1,23,42003563200,1,23,1,20-Jan,-79.99782786,40.45311166,APPROXIMATE
294940,2018-10-11T10:36:00,Missed Pick Up,Call Center,1,DPW - Refuse,South Side Slopes,3,17,42003170600,3,17,3,3-Apr,-79.98008081,40.42234411,APPROXIMATE
294939,2018-10-11T10:32:00,Weeds/Debris,Control Panel,3,"Permits, Licenses and Inspections",Middle Hill,6,5,42003050100,3,5,2,5-Feb,-79.9731879,40.4458,EXACT
294938,2018-10-11T10:31:00,Weeds/Debris,Control Panel,3,"Permits, Licenses and Inspections",Middle Hill,6,5,42003050100,3,5,2,5-Feb,-79.973237,40.445772,EXACT
294935,2018-10-11T10:29:00,Illegal Dumping,Call Center,1,DOMI - Permits,Middle Hill,6,5,42003050100,3,5,2,1-Feb,-79.97773009,40.44579625,APPROXIMATE
294937,2018-10-11T10:29:00,Snow Angel Intake,Call Center,1,,Knoxville,3,30,42003300100,5,30,3,6-Apr,-79.99303728,40.41495501,APPROXIMATE
294936,2018-10-11T10:29:00,Weeds/Debris,Control Panel,3,"Permits, Licenses and Inspections",Middle Hill,6,5,42003050100,3,5,2,5-Feb,-79.973243,40.445689,EXACT
294934,2018-10-11T10:28:00,Paving Request,Call Center,1,DOMI - Asphalt,Friendship,9,8,42003080700,2,8,5,23-Mar,-79.9350597,40.461624,EXACT
294933,2018-10-11T10:24:00,Weeds/Debris,Control Panel,3,"Permits, Licenses and Inspections",Middle Hill,6,5,42003050100,3,5,2,5-Feb,-79.973292,40.445663,EXACT
294932,2018-10-11T10:23:00,Litter,Call Center,1,DPW - Street Maintenance,Knoxville,3,30,42003300100,5,30,3,7-Apr,-79.9934205,40.4090997,EXACT
294931,2018-10-11T10:22:00,"City Steps, Need Cleared",Call Center,3,DPW - Street Maintenance,Mount Washington,2,19,42003191400,5,19,3,27-Apr,-80.0143086,40.4287066,EXACT
294930,2018-10-11T10:18:00,"Sidewalk, Overgrowth/Obstruction",Call Center,0,DOMI - Permits,Banksville,2,20,42003202300,5,20,6,9-Apr,-80.0408933,40.4033657,EXACT
294929,2018-10-11T10:12:00,Early Set Out,Call Center,1,DPW - Refuse,Carrick,4,29,42003290200,3,29,3,12-Apr,-79.98781369,40.4035292,APPROXIMATE
294928,2018-10-11T10:09:00,Missed Pick Up,Call Center,1,DPW - Refuse,Beechview,4,19,42003191600,5,19,6,28-Apr,-80.02778005,40.41209806,APPROXIMATE
294927,2018-10-11T10:07:00,Guide Rail,Control Panel,0,DOMI - Construction,Squirrel Hill North,8,14,42003140200,3,14,4,17-Feb,-79.9218718,40.447438,EXACT
294924,2018-10-11T10:05:00,Weeds/Debris,Control Panel,3,"Permits, Licenses and Inspections",Middle Hill,6,5,42003050100,3,5,2,5-Feb,-79.9652262,40.4488327,EXACT
294925,2018-10-11T10:05:00,Barricades,Website,1,DPW - Street Maintenance,Allegheny West,1,22,42003562700,1,22,1,7-Jan,-80.0162142,40.4510422,EXACT
294926,2018-10-11T10:05:00,Weeds/Debris,Control Panel,3,"Permits, Licenses and Inspections",Middle Hill,6,5,42003050100,3,5,2,5-Feb,-79.9652778,40.4487836,EXACT
294923,2018-10-11T10:04:00,Construction Site Maintenance,Call Center,1,"Permits, Licenses and Inspections",Beechview,2,20,42003192000,5,20,6,28-Apr,-80.03075225,40.40653845,APPROXIMATE
294922,2018-10-11T10:04:00,Weeds/Debris,Control Panel,1,"Permits, Licenses and Inspections",Middle Hill,6,5,42003050100,3,5,2,5-Feb,-79.972627,40.4459518,EXACT
294921,2018-10-11T10:03:00,"Traffic or Pedestrian Signal, Repair",Call Center,1,DOMI - TrafficShop,Troy Hill,1,24,42003240600,1,24,1,1-Jan,-79.979739,40.465064,EXACT
294920,2018-10-11T10:03:00,Building Without a Permit,Call Center,1,"Permits, Licenses and Inspections",Squirrel Hill North,8,14,42003140200,3,14,4,17-Feb,-79.92380189,40.44861141,APPROXIMATE
294919,2018-10-11T10:03:00,"Traffic or Pedestrian Signal, Repair",Call Center,1,DOMI - TrafficShop,Strip District,7,6,42003020300,6,6,2,2-Mar,-79.9713707,40.4597996,EXACT
294918,2018-10-11T10:03:00,Weeds/Debris,Control Panel,1,"Permits, Licenses and Inspections",Middle Hill,6,5,42003050100,3,5,2,5-Feb,-79.9725775,40.4460055,EXACT
294917,2018-10-11T10:02:00,Weeds/Debris,Control Panel,1,"Permits, Licenses and Inspections",Middle Hill,6,5,42003050100,3,5,2,5-Feb,-79.972501,40.4460283,EXACT
294916,2018-10-11T09:49:00,Missed Pick Up,Call Center,1,DPW - Refuse,Perry North,1,26,42003260200,1,26,1,15-Jan,-80.01345594,40.4918273,APPROXIMATE
294914,2018-10-11T09:46:00,Potholes,Call Center,3,DPW - Street Maintenance,Carrick,4,29,42003290400,3,29,3,23-Apr,-79.98274062,40.38698413,EXACT
294915,2018-10-11T09:46:00,Thank you - DPW,Call Center,1,DPW - Administration,Homewood North,9,13,42003130200,2,13,5,17-Mar,-79.89106756,40.45728294,APPROXIMATE
294913,2018-10-11T09:43:00,Early Set Out,Call Center,0,DPW - Refuse,Marshall-Shadeland,1,27,42003271500,1,27,1,14-Jan,-80.02768616,40.47056845,APPROXIMATE
294912,2018-10-11T09:37:00,Construction Site Maintenance,Call Center,1,"Permits, Licenses and Inspections",Duquesne Heights,2,19,42003191100,5,19,3,1-Apr,-80.02305659,40.43347292,APPROXIMATE
294911,2018-10-11T09:36:00,Potholes,Call Center,3,DPW - Street Maintenance,South Side Flats,3,17,42003170200,3,17,3,24-Apr,-79.987121,40.4280199,EXACT
294910,2018-10-11T09:35:00,Missed Pick Up,Call Center,1,DPW - Refuse,Perry South,6,26,42003261400,1,26,1,22-Jan,-80.00616896,40.4686933,APPROXIMATE
294909,2018-10-11T09:33:00,New Request,Website,3,DOMI - Traffic,South Shore,2,19,42003980700,5,19,3,2-Apr,-80.00731903,40.43479175,APPROXIMATE
294908,2018-10-11T09:31:00,"City Steps, Need Cleared",Call Center,3,DPW - Street Maintenance,Allentown,3,18,42003180300,5,18,3,21-Apr,-79.9968333,40.4195166,EXACT
294907,2018-10-11T09:30:00,"Sidewalk, Overgrowth/Obstruction",Website,1,DOMI - Permits,Highland Park,7,11,42003110200,2,11,5,9-Mar,-79.92005045,40.47263547,EXACT
294906,2018-10-11T09:28:00,Public Right of Way,Call Center,3,DPW - Street Maintenance,Allentown,3,18,42003180300,5,18,3,21-Apr,-79.9968333,40.4195166,EXACT
294904,2018-10-11T09:27:00,Paving Request,Control Panel,1,DOMI - Asphalt,Carrick,4,29,42003290400,3,29,3,23-Apr,-79.9793392,40.3855386,EXACT
294905,2018-10-11T09:27:00,Potholes,Website,3,DPW - Street Maintenance,Crafton Heights,2,28,42003281500,5,28,6,17-Jan,-80.04841141,40.44118923,EXACT
294903,2018-10-11T09:26:00,Pruning (city tree),Call Center,3,DPW - Forestry Division,Morningside,7,10,42003101400,2,10,5,7-Mar,-79.93007167,40.48118198,EXACT
294902,2018-10-11T09:25:00,Illegal Parking,Website,3,Police - Zones 1-6,Brighton Heights,1,27,42003270100,1,27,1,14-Jan,-80.03846502,40.48374205,APPROXIMATE
294901,2018-10-11T09:24:00,Illegal Dumping,Call Center,0,DOMI - Permits,Beltzhoover,3,18,42003562400,5,18,3,16-Apr,-80.00500422,40.41878198,APPROXIMATE
294900,2018-10-11T09:23:00,Health Hazard,Call Center,1,ACHD - Housing,Squirrel Hill South,5,14,42003140800,3,14,4,21-Feb,-79.91672084,40.43092664,APPROXIMATE
294899,2018-10-11T09:21:00,Maintenance Issue,Call Center,1,DOMI - TrafficShop,Duquesne Heights,2,19,42003191100,5,19,3,1-Apr,-80.02530563,40.43957879,APPROXIMATE
294898,2018-10-11T09:20:00,Patrol,Call Center,0,Police - Zones 1-6,Squirrel Hill South,5,14,42003141400,3,14,4,21-Feb,-79.92479283,40.427678,APPROXIMATE
294897,2018-10-11T09:17:00,Rodent control,Call Center,1,Animal Care & Control,East Hills,9,13,42003130600,2,13,5,17-Mar,-79.88174563,40.45227015,APPROXIMATE
294896,2018-10-11T09:15:00,Weeds/Debris,Call Center,1,"Permits, Licenses and Inspections",East Liberty,7,8,42003111500,2,8,5,23-Mar,-79.93170839,40.45934703,EXACT
294895,2018-10-11T09:13:00,Unpermitted Electrical Work,Call Center,1,"Permits, Licenses and Inspections",Brookline,4,19,42003191800,5,19,6,26-Apr,-80.01211997,40.39028924,APPROXIMATE
294894,2018-10-11T09:11:00,Potholes,Call Center,1,DPW - Street Maintenance,Lincoln Place,5,31,42003310200,3,31,4,20-Apr,-79.91828263,40.36909363,EXACT
294893,2018-10-11T09:07:00,Guide Rail,Call Center,1,DOMI - Construction,Mount Washington,3,18,42003191400,5,18,3,5-Apr,-80.0015851,40.4292342,EXACT
294891,2018-10-11T09:06:00,Building Maintenance,Call Center,1,"Permits, Licenses and Inspections",Lower Lawrenceville,7,6,42003060300,2,6,2,6-Mar,-79.96095818,40.46344724,APPROXIMATE
294892,2018-10-11T09:06:00,Leaves/Street Cleaning,Call Center,3,DPW - Street Maintenance,Brookline,4,19,42003191800,5,19,6,26-Apr,-80.025874,40.3941552,EXACT
294890,2018-10-11T09:05:00,Referral,Call Center,1,311,,,,,,,,,,,OUT_OF_BOUNDS
294889,2018-10-11T09:02:00,"Catch Basin, Clogged",Call Center,3,Pittsburgh Water and Sewer Authority,New Homestead,5,31,42003310300,3,31,4,20-Apr,-79.9183014,40.3869315,EXACT
294888,2018-10-11T09:01:00,Weeds/Debris,Call Center,3,"Permits, Licenses and Inspections",Lower Lawrenceville,7,6,42003060300,2,6,2,6-Mar,-79.9591062,40.4623299,EXACT
294886,2018-10-11T09:00:00,Leaves/Street Cleaning,Call Center,1,DPW - Street Maintenance,New Homestead,5,31,42003310300,3,31,4,20-Apr,-79.9183014,40.3869315,EXACT
294887,2018-10-11T09:00:00,Litter,Twitter,1,DPW - Street Maintenance,South Side Slopes,3,17,42003170600,3,17,3,22-Apr,-79.982349,40.4211569,EXACT
294885,2018-10-11T08:58:00,Dead Animal,Report2Gov iOS,1,Animal Care & Control,Bloomfield,7,9,42003090300,2,9,5,6-Mar,-79.952477,40.465214,EXACT
294884,2018-10-11T08:57:00,Weeds/Debris,Call Center,1,"Permits, Licenses and Inspections",Garfield,9,11,42003111400,2,11,5,4-Mar,-79.93169217,40.4660068,EXACT
294883,2018-10-11T08:56:00,"City Steps, Need Cleared",Call Center,3,DPW - Street Maintenance,Garfield,9,11,42003111400,2,11,5,4-Mar,-79.93208843,40.46599162,EXACT
294882,2018-10-11T08:55:00,Building Maintenance,Call Center,1,"Permits, Licenses and Inspections",South Side Slopes,3,17,42003170600,3,17,3,5-Apr,-79.98984482,40.4259791,APPROXIMATE
294881,2018-10-11T08:52:00,Litter,Call Center,1,DPW - Street Maintenance,Stanton Heights,9,10,42003100500,2,10,5,5-Mar,-79.9437361,40.4792496,EXACT
294880,2018-10-11T08:50:00,Potholes,Call Center,1,DPW - Street Maintenance,Lincoln Place,5,31,42003484500,3,31,4,20-Apr,-79.91184263,40.38055706,EXACT
294879,2018-10-11T08:47:00,Stagnant Water,Website,3,ACHD - Housing,Stanton Heights,9,10,42003100500,2,10,5,7-Mar,-79.93958186,40.47800686,APPROXIMATE
294878,2018-10-11T08:47:00,Water/Drinking Fountains,Call Center,1,DPW - Facilities,Spring Garden,1,24,42003241200,1,24,1,5-Jan,-79.99186562,40.46009688,EXACT
294877,2018-10-11T08:46:00,Potholes,Call Center,1,DPW - Street Maintenance,Bloomfield,7,9,42003090300,2,9,5,6-Mar,-79.9487177,40.4650069,EXACT
294874,2018-10-11T08:42:00,City Source (CDBG),Call Center,0,"City Source Associates, Inc.",Garfield,9,10,42003101600,2,10,5,4-Mar,-79.93915451,40.4702393,APPROXIMATE
294875,2018-10-11T08:42:00,City Source (CDBG),Call Center,0,"City Source Associates, Inc.",Garfield,9,10,42003101600,2,10,5,4-Mar,-79.93947724,40.47017077,APPROXIMATE
294876,2018-10-11T08:42:00,Sinkhole,Website,0,DPW - Street Maintenance,Crafton Heights,2,28,42003281500,5,28,6,18-Jan,-80.05782974,40.44299056,EXACT
294873,2018-10-11T08:37:00,Dumpster,Call Center,1,"Permits, Licenses and Inspections",Stanton Heights,9,10,42003100500,2,10,5,7-Mar,-79.93432534,40.47617863,APPROXIMATE
294872,2018-10-11T08:33:00,Building Maintenance,Control Panel,3,"Permits, Licenses and Inspections",East Liberty,9,11,42003111300,2,11,5,8-Mar,-79.92880443,40.47087767,APPROXIMATE
294871,2018-10-11T08:32:00,"City Steps, Need Cleared",Call Center,3,DPW - Street Maintenance,Lincoln-Lemington-Belmar,9,12,42003561900,2,12,5,18-Mar,-79.8892922,40.4724838,EXACT
294870,2018-10-11T08:32:00,Building Maintenance,Call Center,3,"Permits, Licenses and Inspections",Lincoln-Lemington-Belmar,9,12,42003561900,2,12,5,18-Mar,-79.89226298,40.46701588,APPROXIMATE
294869,2018-10-11T08:31:00,Hydrant,Call Center,1,Pittsburgh Water and Sewer Authority,Point Breeze,9,14,42003140600,3,14,4,14-Mar,-79.8995481,40.445211,EXACT
294868,2018-10-11T08:30:00,Street Light - Repair,Twitter,1,Allegheny City Electric,Mount Washington,2,19,42003190300,5,19,3,1-Apr,-80.0146881,40.435462,EXACT
294867,2018-10-11T08:28:00,Other (please describe),Call Center,1,Animal Care & Control,Highland Park,7,11,42003110600,2,11,5,9-Mar,-79.91613988,40.4752837,APPROXIMATE
294866,2018-10-11T08:20:00,City Source (CDBG),Call Center,0,"City Source Associates, Inc.",Homewood North,9,13,42003130100,2,13,5,18-Mar,-79.89584287,40.46237018,APPROXIMATE
294865,2018-10-11T08:17:00,New Request,Call Center,1,DOMI - Traffic,Knoxville,3,30,42003300100,5,30,3,6-Apr,-79.99288184,40.41489655,APPROXIMATE
294864,2018-10-11T08:16:00,Traffic,Call Center,0,Police - Zones 1-6,Brookline,4,19,42003191900,5,19,6,26-Apr,-80.0199676,40.3937374,EXACT
294863,2018-10-11T08:16:00,Abandoned Vehicle (parked on street),Website,0,Police - AVU,East Liberty,9,11,42003111300,2,11,5,8-Mar,-79.91949831,40.46758207,APPROXIMATE
294862,2018-10-11T08:15:00,Replace/Repair a Sign,Call Center,1,DOMI - TrafficShop,Sheraden,2,20,42003202200,5,20,6,16-Jan,-80.0549628,40.4533269,EXACT
294861,2018-10-11T08:13:00,Building Maintenance,Call Center,1,"Permits, Licenses and Inspections",East Hills,9,13,42003130600,2,13,5,17-Mar,-79.88158914,40.45218684,APPROXIMATE
294860,2018-10-11T08:12:00,Other (please describe),Call Center,1,Animal Care & Control,Bedford Dwellings,6,5,42003050900,3,5,2,5-Feb,-79.97421214,40.45112722,APPROXIMATE
294859,2018-10-11T08:11:00,Missed Blue Bag,Call Center,1,DPW - Refuse,Perry North,1,26,42003260200,1,26,1,15-Jan,-80.02446829,40.49185549,APPROXIMATE
294858,2018-10-11T08:10:00,Sinkhole,Call Center,1,DPW - Street Maintenance,South Side Flats,3,16,42003160900,3,16,3,24-Apr,-79.974773,40.4270509,EXACT
294857,2018-10-11T08:09:00,Missed Pick Up,Call Center,1,DPW - Refuse,Marshall-Shadeland,1,27,42003271500,1,27,1,14-Jan,-80.02767573,40.4705093,APPROXIMATE
294856,2018-10-11T08:08:00,Illegal Parking,Call Center,1,Police - Zones 1-6,Carrick,4,29,42003290400,3,29,3,23-Apr,-79.98448171,40.38363869,APPROXIMATE
294855,2018-10-11T08:06:00,Potholes,Twitter,3,DPW - Street Maintenance,Allentown,3,18,42003180300,5,18,3,6-Apr,-79.9883003,40.4185603,EXACT
294854,2018-10-11T08:03:00,"Traffic or Pedestrian Signal, Request ",Call Center,3,DOMI - Traffic,Squirrel Hill South,5,14,42003141300,3,14,4,21-Feb,-79.9276043,40.4341272,EXACT
294853,2018-10-11T07:54:00,Vacant Building,Control Panel,3,"Permits, Licenses and Inspections",Perry South,6,26,42003261400,1,26,1,22-Jan,-80.0078109,40.4704329,EXACT
294852,2018-10-11T07:54:00,Unpermitted Electrical Work,Control Panel,3,"Permits, Licenses and Inspections",Central Business District,6,2,42003020100,6,2,2,4-Jan,-79.99608986,40.43964026,APPROXIMATE
